ccaa,provincia,comarca,municipio
Castilla y León,Segovia,Sepúlveda,Campo de San Pedro
Castilla y León,Segovia,Sepúlveda,Cantalejo
Castilla y León,Segovia,Cuéllar,Cantimpalos
Castilla y León,Segovia,Sepúlveda,Carabias
Castilla y León,Segovia,Cuéllar,Carbonero el Mayor
Castilla y León,Segovia,Sepúlveda,Carrascal del Río
Castilla y León,Segovia,Segovia,Casla
Castilla y León,Segovia,Sepúlveda,Castillejo de Mesleón
Castilla y León,Segovia,Sepúlveda,Castro de Fuentidueña
Castilla y León,Segovia,Sepúlveda,Castrojimeno
Castilla y León,Segovia,Segovia,Castroserna de Abajo
Castilla y León,Segovia,Sepúlveda,Castroserracín
Castilla y León,Segovia,Sepúlveda,Cedillo de la Torre
Castilla y León,Segovia,Segovia,Cerezo de Abajo
Castilla y León,Segovia,Segovia,Cerezo de Arriba
Castilla y León,Segovia,Cuéllar,Chañe
Castilla y León,Segovia,Sepúlveda,Cilleruelo de San Mamés
Castilla y León,Segovia,Sepúlveda,Cobos de Fuentidueña
Castilla y León,Segovia,Cuéllar,Coca
Castilla y León,Segovia,Cuéllar,Codorniz
Castilla y León,Segovia,Segovia,Collado Hermoso
Castilla y León,Segovia,Sepúlveda,Condado de Castilnovo
Castilla y León,Segovia,Sepúlveda,Corral de Ayllón
Castilla y León,Segovia,Sepúlveda,Cozuelos de Fuentidueña
Castilla y León,Segovia,Segovia,Cubillo
Castilla y León,Segovia,Cuéllar,Cuéllar
Castilla y León,Segovia,Sepúlveda,Cuevas de Provanco
Castilla y León,Segovia,Cuéllar,Domingo García
Castilla y León,Segovia,Cuéllar,Donhierro
Castilla y León,Segovia,Segovia,Duruelo
Castilla y León,Segovia,Sepúlveda,Encinas
Castilla y León,Segovia,Segovia,Encinillas
Castilla y León,Segovia,Cuéllar,Escalona del Prado
Castilla y León,Segovia,Cuéllar,Escarabajosa de Cabezas
Castilla y León,Segovia,Cuéllar,Escobar de Polendos
Castilla y León,Segovia,Segovia,El Espinar
Castilla y León,Segovia,Segovia,Espirdo
Castilla y León,Segovia,Cuéllar,Fresneda de Cuéllar
Castilla y León,Segovia,Sepúlveda,Fresno de Cantespino
Castilla y León,Segovia,Sepúlveda,Fresno de la Fuente
Castilla y León,Segovia,Cuéllar,Frumales
Castilla y León,Segovia,Cuéllar,Fuente de Santa Cruz
Castilla y León,Segovia,Sepúlveda,Fuente el Olmo de Fuentidueña
Castilla y León,Segovia,Cuéllar,Fuente el Olmo de Íscar
Castilla y León,Segovia,Cuéllar,Fuentepelayo
Castilla y León,Segovia,Sepúlveda,Fuentepiñel
Castilla y León,Segovia,Sepúlveda,Fuenterrebollo
Castilla y León,Segovia,Sepúlveda,Fuentesaúco de Fuentidueña
Castilla y León,Segovia,Sepúlveda,Fuentesoto
Castilla y León,Segovia,Sepúlveda,Fuentidueña
Castilla y León,Segovia,Segovia,Gallegos
Castilla y León,Segovia,Cuéllar,Garcillán
Castilla y León,Segovia,Cuéllar,Gomezserracín
Castilla y León,Segovia,Sepúlveda,Grajera
Castilla y León,Segovia,Sepúlveda,Honrubia de la Cuesta
Castilla y León,Segovia,Cuéllar,Hontalbilla
Castilla y León,Segovia,Segovia,Hontanares de Eresma
Castilla y León,Segovia,Segovia,Los Huertos
Castilla y León,Segovia,Segovia,Ituero y Lama
Castilla y León,Segovia,Cuéllar,Juarros de Riomoros
Castilla y León,Segovia,Cuéllar,Juarros de Voltoya
Castilla y León,Segovia,Cuéllar,Labajos
Castilla y León,Segovia,Sepúlveda,Laguna de Contreras
Castilla y León,Segovia,Sepúlveda,Languilla
Castilla y León,Segovia,Cuéllar,Lastras de Cuéllar
Castilla y León,Segovia,Cuéllar,Lastras del Pozo
Castilla y León,Segovia,Segovia,La Lastrilla
Castilla y León,Segovia,Segovia,La Losa
Castilla y León,Segovia,Sepúlveda,Maderuelo
Castilla y León,Segovia,Cuéllar,Marazoleja
Castilla y León,Segovia,Cuéllar,Marazuela
Castilla y León,Segovia,Cuéllar,Martín Miguel
Castilla y León,Segovia,Cuéllar,Martín Muñoz de la Dehesa
Castilla y León,Segovia,Cuéllar,Martín Muñoz de las Posadas
Castilla y León,Segovia,Cuéllar,Marugán
Castilla y León,Segovia,Cuéllar,Mata de Cuéllar
Castilla y León,Segovia,Segovia,Matabuena
Castilla y León,Segovia,Segovia,La Matilla
Castilla y León,Segovia,Cuéllar,Melque de Cercos
Castilla y León,Segovia,Sepúlveda,Membibre de la Hoz
Castilla y León,Segovia,Cuéllar,Migueláñez
Castilla y León,Segovia,Cuéllar,Montejo de Arévalo
Castilla y León,Segovia,Sepúlveda,Montejo de la Vega de la Serrezuela
Castilla y León,Segovia,Segovia,Monterrubio
Castilla y León,Segovia,Sepúlveda,Moral de Hornuez
Castilla y León,Segovia,Cuéllar,Mozoncillo
Castilla y León,Segovia,Cuéllar,Muñopedro
Castilla y León,Segovia,Cuéllar,Muñoveros
Castilla y León,Segovia,Cuéllar,Nava de la Asunción
Castilla y León,Segovia,Segovia,Navafría
Castilla y León,Segovia,Sepúlveda,Navalilla
Castilla y León,Segovia,Cuéllar,Navalmanzano
Castilla y León,Segovia,Sepúlveda,Navares de Ayuso
Castilla y León,Segovia,Sepúlveda,Navares de Enmedio
Castilla y León,Segovia,Sepúlveda,Navares de las Cuevas
Castilla y León,Segovia,Cuéllar,Navas de Oro
Castilla y León,Segovia,Segovia,Navas de Riofrío
Castilla y León,Segovia,Segovia,Navas de San Antonio
Castilla y León,Segovia,Cuéllar,Nieva
Castilla y León,Segovia,Cuéllar,Olombrada
Castilla y León,Segovia,Segovia,Orejana
Castilla y León,Segovia,Cuéllar,Ortigosa de Pestaño
Castilla y León,Segovia,Segovia,Ortigosa del Monte
Castilla y León,Segovia,Segovia,Otero de Herreros
Castilla y León,Segovia,Sepúlveda,Pajarejos
Castilla y León,Segovia,Segovia,Palazuelos de Eresma
Castilla y León,Segovia,Segovia,Pedraza
Castilla y León,Segovia,Segovia,Pelayos del Arroyo
Castilla y León,Segovia,Cuéllar,Perosillo
Castilla y León,Segovia,Cuéllar,Pinarejos
Castilla y León,Segovia,Cuéllar,Pinarnegrillo
Castilla y León,Segovia,Segovia,Prádena
Castilla y León,Segovia,Segovia,Puebla de Pedraza
Castilla y León,Segovia,Cuéllar,Rapariegos
Castilla y León,Segovia,Segovia,Real Sitio de San Ildefonso
Castilla y León,Segovia,Segovia,Rebollo
Castilla y León,Segovia,Cuéllar,Remondo
Castilla y León,Segovia,Sepúlveda,Riaguas de San Bartolomé
Castilla y León,Segovia,Sepúlveda,Riaza
Castilla y León,Segovia,Sepúlveda,Ribota
Castilla y León,Segovia,Sepúlveda,Riofrío de Riaza
Castilla y León,Segovia,Cuéllar,Roda de Eresma
Castilla y León,Segovia,Sepúlveda,Sacramenia
Castilla y León,Segovia,Cuéllar,Samboal
Castilla y León,Segovia,Cuéllar,San Cristóbal de Cuéllar
Castilla y León,Segovia,Cuéllar,San Cristóbal de la Vega
Castilla y León,Segovia,,San Cristóbal de Segovia
Castilla y León,Segovia,Cuéllar,San Martín y Mudrián
Castilla y León,Segovia,Sepúlveda,San Miguel de Bernuy
Castilla y León,Segovia,Sepúlveda,San Pedro de Gaíllos
Castilla y León,Segovia,Cuéllar,Sanchonuño
Castilla y León,Segovia,Cuéllar,Sangarcía
Castilla y León,Segovia,Cuéllar,Santa María la Real de Nieva
Castilla y León,Segovia,Segovia,Santa Marta del Cerro
Castilla y León,Segovia,Segovia,Santiuste de Pedraza
Castilla y León,Segovia,Cuéllar,Santiuste de San Juan Bautista
Castilla y León,Segovia,Segovia,Santo Domingo de Pirón
Castilla y León,Segovia,Segovia,Santo Tomé del Puerto
Castilla y León,Segovia,Cuéllar,Sauquillo de Cabezas
Castilla y León,Segovia,Sepúlveda,Sebúlcor
Castilla y León,Segovia,Segovia,Segovia
Castilla y León,Segovia,Sepúlveda,Sepúlveda
Castilla y León,Segovia,Sepúlveda,Sequera de Fresno
Castilla y León,Segovia,Sepúlveda,Sotillo
Castilla y León,Segovia,Segovia,Sotosalbos
Castilla y León,Segovia,Cuéllar,Tabanera la Luenga
Castilla y León,Segovia,Cuéllar,Tolocirio
Castilla y León,Segovia,Segovia,Torre Val de San Pedro
Castilla y León,Segovia,Sepúlveda,Torreadrada
Castilla y León,Segovia,Segovia,Torrecaballeros
Castilla y León,Segovia,Sepúlveda,Torrecilla del Pinar
Castilla y León,Segovia,Segovia,Torreiglesias
Castilla y León,Segovia,Segovia,Trescasas
Castilla y León,Segovia,Cuéllar,Turégano
Castilla y León,Segovia,Sepúlveda,Urueñas
Castilla y León,Segovia,Segovia,Valdeprados
Castilla y León,Segovia,Sepúlveda,Valdevacas de Montejo
Castilla y León,Segovia,Segovia,Valdevacas y Guijar
Castilla y León,Segovia,Sepúlveda,Valle de Tabladillo
Castilla y León,Segovia,Cuéllar,Vallelado
Castilla y León,Segovia,Segovia,Valleruela de Pedraza
Castilla y León,Segovia,Segovia,Valleruela de Sepúlveda
Castilla y León,Segovia,Segovia,Valseca
Castilla y León,Segovia,Sepúlveda,Valtiendas
Castilla y León,Segovia,Cuéllar,Valverde del Majano
Castilla y León,Segovia,Cuéllar,Veganzones
Castilla y León,Segovia,Segovia,Vegas de Matute
Castilla y León,Segovia,Segovia,Ventosilla y Tejadilla
Castilla y León,Segovia,Segovia,Villacastín
Castilla y León,Segovia,Cuéllar,Villaverde de Íscar
Castilla y León,Segovia,Sepúlveda,Villaverde de Montejo
Castilla y León,Segovia,Cuéllar,Villeguillo
Castilla y León,Segovia,Cuéllar,Yanguas de Eresma
Castilla y León,Segovia,Segovia,Zarzuela del Monte
Castilla y León,Segovia,Cuéllar,Zarzuela del Pinar
Andalucía,Sevilla,De Estepa,Aguadulce
Andalucía,Sevilla,La Sierra Norte,Alanís
Andalucía,Sevilla,El Aljarafe,Albaida del Aljarafe
Andalucía,Sevilla,La Campiña,Alcalá de Guadaíra
Andalucía,Sevilla,La Vega,Alcalá del Río
Andalucía,Sevilla,La Vega,Alcolea del Río
Andalucía,Sevilla,La Vega,La Algaba
Andalucía,Sevilla,La Sierra Sur,Algámitas
Andalucía,Sevilla,La Sierra Norte,Almadén de la Plata
Andalucía,Sevilla,El Aljarafe,Almensilla
Andalucía,Sevilla,La Campiña,Arahal
Andalucía,Sevilla,Las Marismas,Aznalcázar
Andalucía,Sevilla,La Sierra Norte,Aznalcóllar
Andalucía,Sevilla,De Estepa,Badolatosa
Andalucía,Sevilla,El Aljarafe,Benacazón
Andalucía,Sevilla,El Aljarafe,Bollullos de la Mitación
Andalucía,Sevilla,El Aljarafe,Bormujos
Andalucía,Sevilla,La Vega,Brenes
Andalucía,Sevilla,La Vega,Burguillos
Andalucía,Sevilla,La Campiña,Las Cabezas de San Juan
Andalucía,Sevilla,La Vega,Camas
Andalucía,Sevilla,La Campiña,La Campana
Andalucía,Sevilla,La Vega,Cantillana
Andalucía,Sevilla,La Campiña,Cañada Rosal
Andalucía,Sevilla,La Campiña,Carmona
Andalucía,Sevilla,El Aljarafe,Carrión de los Céspedes
Andalucía,Sevilla,De Estepa,Casariche
Andalucía,Sevilla,La Sierra Norte,Castilblanco de los Arroyos
Andalucía,Sevilla,El Aljarafe,Castilleja de Guzmán
Andalucía,Sevilla,El Aljarafe,Castilleja de la Cuesta
Andalucía,Sevilla,El Aljarafe,Castilleja del Campo
Andalucía,Sevilla,La Sierra Norte,El Castillo de las Guardas
Andalucía,Sevilla,La Sierra Norte,Cazalla de la Sierra
Andalucía,Sevilla,La Sierra Norte,Constantina
Andalucía,Sevilla,La Vega,Coria del Río
Andalucía,Sevilla,La Sierra Sur,Coripe
Andalucía,Sevilla,La Campiña,El Coronil
Andalucía,Sevilla,La Sierra Sur,Los Corrales
Andalucía,Sevilla,La Campiña,El Cuervo de Sevilla
Andalucía,Sevilla,La Vega,Dos Hermanas
Andalucía,Sevilla,La Campiña,Écija
Andalucía,Sevilla,El Aljarafe,Espartinas
Andalucía,Sevilla,De Estepa,Estepa
Andalucía,Sevilla,La Campiña,Fuentes de Andalucía
Andalucía,Sevilla,La Sierra Norte,El Garrobo
Andalucía,Sevilla,La Vega,Gelves
Andalucía,Sevilla,La Sierra Norte,Gerena
Andalucía,Sevilla,De Estepa,Gilena
Andalucía,Sevilla,El Aljarafe,Gines
Andalucía,Sevilla,La Sierra Norte,Guadalcanal
Andalucía,Sevilla,La Sierra Norte,Guillena
Andalucía,Sevilla,De Estepa,Herrera
Andalucía,Sevilla,El Aljarafe,Huévar del Aljarafe
Andalucía,Sevilla,Las Marismas,Isla Mayor
Andalucía,Sevilla,La Campiña,Lantejuela
Andalucía,Sevilla,La Campiña,Lebrija
Andalucía,Sevilla,De Estepa,Lora de Estepa
Andalucía,Sevilla,La Vega,Lora del Río
Andalucía,Sevilla,La Campiña,La Luisiana
Andalucía,Sevilla,La Sierra Norte,El Madroño
Andalucía,Sevilla,La Campiña,Mairena del Alcor
Andalucía,Sevilla,El Aljarafe,Mairena del Aljarafe
Andalucía,Sevilla,La Campiña,Marchena
Andalucía,Sevilla,De Estepa,Marinaleda
Andalucía,Sevilla,La Sierra Sur,Martín de la Jara
Andalucía,Sevilla,La Campiña,Los Molares
Andalucía,Sevilla,La Sierra Sur,Montellano
Andalucía,Sevilla,La Sierra Sur,Morón de la Frontera
Andalucía,Sevilla,La Sierra Norte,Las Navas de la Concepción
Andalucía,Sevilla,El Aljarafe,Olivares
Andalucía,Sevilla,La Campiña,Osuna
Andalucía,Sevilla,La Vega,Los Palacios y Villafranca
Andalucía,Sevilla,,El Palmar de Troya
Andalucía,Sevilla,La Vega,Palomares del Río
Andalucía,Sevilla,La Campiña,Paradas
Andalucía,Sevilla,De Estepa,Pedrera
Andalucía,Sevilla,La Sierra Norte,El Pedroso
Andalucía,Sevilla,La Vega,Peñaflor
Andalucía,Sevilla,El Aljarafe,Pilas
Andalucía,Sevilla,La Sierra Sur,Pruna
Andalucía,Sevilla,La Sierra Sur,La Puebla de Cazalla
Andalucía,Sevilla,La Sierra Norte,La Puebla de los Infantes
Andalucía,Sevilla,Las Marismas,La Puebla del Río
Andalucía,Sevilla,La Sierra Norte,El Real de la Jara
Andalucía,Sevilla,La Vega,La Rinconada
Andalucía,Sevilla,De Estepa,La Roda de Andalucía
Andalucía,Sevilla,La Sierra Norte,El Ronquillo
Andalucía,Sevilla,La Campiña,El Rubio
Andalucía,Sevilla,El Aljarafe,Salteras
Andalucía,Sevilla,La Vega,San Juan de Aznalfarache
Andalucía,Sevilla,La Sierra Norte,San Nicolás del Puerto
Andalucía,Sevilla,El Aljarafe,Sanlúcar la Mayor
Andalucía,Sevilla,La Vega,Santiponce
Andalucía,Sevilla,La Sierra Sur,El Saucejo
Andalucía,Sevilla,La Vega,Sevilla
Andalucía,Sevilla,La Vega,Tocina
Andalucía,Sevilla,El Aljarafe,Tomares
Andalucía,Sevilla,El Aljarafe,Umbrete
Andalucía,Sevilla,La Campiña,Utrera
Andalucía,Sevilla,El Aljarafe,Valencina de la Concepción
Andalucía,Sevilla,Las Marismas,Villamanrique de la Condesa
Andalucía,Sevilla,La Sierra Sur,Villanueva de San Juan
Andalucía,Sevilla,El Aljarafe,Villanueva del Ariscal
Andalucía,Sevilla,La Vega,Villanueva del Río y Minas
Andalucía,Sevilla,La Vega,Villaverde del Río
Andalucía,Sevilla,La Campiña,El Viso del Alcor
Castilla y León,Soria,Pinares,Abejar
Castilla y León,Soria,Almazán,Adradas
Castilla y León,Soria,Campo de Gómara,Ágreda
Castilla y León,Soria,Campo de Gómara,Alconaba
Castilla y León,Soria,Burgo de Osma,Alcubilla de Avellaneda
Castilla y León,Soria,Arcos de Jalón,Alcubilla de las Peñas
Castilla y León,Soria,Campo de Gómara,Aldealafuente
Castilla y León,Soria,Tierras Altas y Valle del Tera,Aldealices
Castilla y León,Soria,Campo de Gómara,Aldealpozo
Castilla y León,Soria,Campo de Gómara,Aldealseñor
Castilla y León,Soria,Campo de Gómara,Aldehuela de Periáñez
Castilla y León,Soria,Tierras Altas y Valle del Tera,Las Aldehuelas
Castilla y León,Soria,Almazán,Alentisque
Castilla y León,Soria,Campo de Gómara,Aliud
Castilla y León,Soria,Campo de Gómara,Almajano
Castilla y León,Soria,Campo de Gómara,Almaluez
Castilla y León,Soria,Tierras Altas y Valle del Tera,Almarza
Castilla y León,Soria,Almazán,Almazán
Castilla y León,Soria,Campo de Gómara,Almazul
Castilla y León,Soria,Campo de Gómara,Almenar de Soria
Castilla y León,Soria,Arcos de Jalón,Alpanseque
Castilla y León,Soria,Campo de Gómara,Arancón
Castilla y León,Soria,Arcos de Jalón,Arcos de Jalón
Castilla y León,Soria,Almazán,Arenillas
Castilla y León,Soria,Tierras Altas y Valle del Tera,Arévalo de la Sierra
Castilla y León,Soria,Tierras Altas y Valle del Tera,Ausejo de la Sierra
Castilla y León,Soria,Arcos de Jalón,Baraona
Castilla y León,Soria,Almazán,Barca
Castilla y León,Soria,Almazán,Barcones
Castilla y León,Soria,Soria,Bayubas de Abajo
Castilla y León,Soria,Soria,Bayubas de Arriba
Castilla y León,Soria,Campo de Gómara,Beratón
Castilla y León,Soria,Almazán,Berlanga de Duero
Castilla y León,Soria,Soria,Blacos
Castilla y León,Soria,Campo de Gómara,Bliecos
Castilla y León,Soria,Almazán,Borjabad
Castilla y León,Soria,Campo de Gómara,Borobia
Castilla y León,Soria,Campo de Gómara,Buberos
Castilla y León,Soria,Campo de Gómara,Buitrago
Castilla y León,Soria,Burgo de Osma,Burgo de Osma-Ciudad de Osma
Castilla y León,Soria,Campo de Gómara,Cabrejas del Campo
Castilla y León,Soria,Pinares,Cabrejas del Pinar
Castilla y León,Soria,Soria,Calatañazor
Castilla y León,Soria,Almazán,Caltojar
Castilla y León,Soria,Campo de Gómara,Candilichera
Castilla y León,Soria,Campo de Gómara,Cañamaque
Castilla y León,Soria,Campo de Gómara,Carabantes
Castilla y León,Soria,Burgo de Osma,Caracena
Castilla y León,Soria,Burgo de Osma,Carrascosa de Abajo
Castilla y León,Soria,Tierras Altas y Valle del Tera,Carrascosa de la Sierra
Castilla y León,Soria,Pinares,Casarejos
Castilla y León,Soria,Tierras Altas y Valle del Tera,Castilfrío de la Sierra
Castilla y León,Soria,Burgo de Osma,Castillejo de Robledo
Castilla y León,Soria,Campo de Gómara,Castilruiz
Castilla y León,Soria,Almazán,Centenera de Andaluz
Castilla y León,Soria,Tierras Altas y Valle del Tera,Cerbón
Castilla y León,Soria,Soria,Cidones
Castilla y León,Soria,Tierras Altas y Valle del Tera,Cigudosa
Castilla y León,Soria,Campo de Gómara,Cihuela
Castilla y León,Soria,Campo de Gómara,Ciria
Castilla y León,Soria,Campo de Gómara,Cirujales del Río
Castilla y León,Soria,Almazán,Coscurita
Castilla y León,Soria,Pinares,Covaleda
Castilla y León,Soria,Pinares,Cubilla
Castilla y León,Soria,Soria,Cubo de la Solana
Castilla y León,Soria,Campo de Gómara,Cueva de Ágreda
Castilla y León,Soria,Campo de Gómara,Dévanos
Castilla y León,Soria,Campo de Gómara,Deza
Castilla y León,Soria,Pinares,Duruelo de la Sierra
Castilla y León,Soria,Almazán,Escobosa de Almazán
Castilla y León,Soria,Burgo de Osma,Espeja de San Marcelino
Castilla y León,Soria,Burgo de Osma,Espejón
Castilla y León,Soria,Tierras Altas y Valle del Tera,Estepa de San Juan
Castilla y León,Soria,Almazán,Frechilla de Almazán
Castilla y León,Soria,Burgo de Osma,Fresno de Caracena
Castilla y León,Soria,Burgo de Osma,Fuentearmegil
Castilla y León,Soria,Burgo de Osma,Fuentecambrón
Castilla y León,Soria,Campo de Gómara,Fuentecantos
Castilla y León,Soria,Campo de Gómara,Fuentelmonge
Castilla y León,Soria,Campo de Gómara,Fuentelsaz de Soria
Castilla y León,Soria,Soria,Fuentepinilla
Castilla y León,Soria,Tierras Altas y Valle del Tera,Fuentes de Magaña
Castilla y León,Soria,Tierras Altas y Valle del Tera,Fuentestrún
Castilla y León,Soria,Soria,Garray
Castilla y León,Soria,Soria,Golmayo
Castilla y León,Soria,Campo de Gómara,Gómara
Castilla y León,Soria,Soria,Gormaz
Castilla y León,Soria,Pinares,Herrera de Soria
Castilla y León,Soria,Campo de Gómara,Hinojosa del Campo
Castilla y León,Soria,Burgo de Osma,Langa de Duero
Castilla y León,Soria,Burgo de Osma,Liceras
Castilla y León,Soria,Campo de Gómara,La Losilla
Castilla y León,Soria,Tierras Altas y Valle del Tera,Magaña
Castilla y León,Soria,Almazán,Maján
Castilla y León,Soria,Campo de Gómara,Matalebreras
Castilla y León,Soria,Almazán,Matamala de Almazán
Castilla y León,Soria,Arcos de Jalón,Medinaceli
Castilla y León,Soria,Arcos de Jalón,Miño de Medinaceli
Castilla y León,Soria,Burgo de Osma,Miño de San Esteban
Castilla y León,Soria,Pinares,Molinos de Duero
Castilla y León,Soria,Almazán,Momblona
Castilla y León,Soria,Campo de Gómara,Monteagudo de las Vicarías
Castilla y León,Soria,Burgo de Osma,Montejo de Tiermes
Castilla y León,Soria,Pinares,Montenegro de Cameros
Castilla y León,Soria,Almazán,Morón de Almazán
Castilla y León,Soria,Pinares,Muriel de la Fuente
Castilla y León,Soria,Pinares,Muriel Viejo
Castilla y León,Soria,Burgo de Osma,Nafría de Ucero
Castilla y León,Soria,Campo de Gómara,Narros
Castilla y León,Soria,Pinares,Navaleno
Castilla y León,Soria,Almazán,Nepas
Castilla y León,Soria,Almazán,Nolay
Castilla y León,Soria,Campo de Gómara,Noviercas
Castilla y León,Soria,Campo de Gómara,Ólvega
Castilla y León,Soria,Tierras Altas y Valle del Tera,Oncala
Castilla y León,Soria,Campo de Gómara,Pinilla del Campo
Castilla y León,Soria,Campo de Gómara,Portillo de Soria
Castilla y León,Soria,Tierras Altas y Valle del Tera,La Póveda de Soria
Castilla y León,Soria,Campo de Gómara,Pozalmuro
Castilla y León,Soria,Soria,Quintana Redonda
Castilla y León,Soria,Soria,Quintanas de Gormaz
Castilla y León,Soria,Campo de Gómara,Quiñonería
Castilla y León,Soria,Soria,Los Rábanos
Castilla y León,Soria,Tierras Altas y Valle del Tera,Rebollar
Castilla y León,Soria,Burgo de Osma,Recuerda
Castilla y León,Soria,Almazán,Rello
Castilla y León,Soria,Campo de Gómara,Renieblas
Castilla y León,Soria,Burgo de Osma,Retortillo de Soria
Castilla y León,Soria,Campo de Gómara,Reznos
Castilla y León,Soria,Almazán,La Riba de Escalote
Castilla y León,Soria,Soria,Rioseco de Soria
Castilla y León,Soria,Tierras Altas y Valle del Tera,Rollamienta
Castilla y León,Soria,Tierras Altas y Valle del Tera,El Royo
Castilla y León,Soria,Pinares,Salduero
Castilla y León,Soria,Burgo de Osma,San Esteban de Gormaz
Castilla y León,Soria,Tierras Altas y Valle del Tera,San Felices
Castilla y León,Soria,Pinares,San Leonardo de Yagüe
Castilla y León,Soria,Tierras Altas y Valle del Tera,San Pedro Manrique
Castilla y León,Soria,Tierras Altas y Valle del Tera,Santa Cruz de Yanguas
Castilla y León,Soria,Campo de Gómara,Santa María de Huerta
Castilla y León,Soria,Burgo de Osma,Santa María de las Hoyas
Castilla y León,Soria,Campo de Gómara,Serón de Nágima
Castilla y León,Soria,Almazán,Soliedra
Castilla y León,Soria,Soria,Soria
Castilla y León,Soria,Tierras Altas y Valle del Tera,Sotillo del Rincón
Castilla y León,Soria,Tierras Altas y Valle del Tera,Suellacabras
Castilla y León,Soria,Campo de Gómara,Tajahuerce
Castilla y León,Soria,Soria,Tajueco
Castilla y León,Soria,Pinares,Talveila
Castilla y León,Soria,Soria,Tardelcuende
Castilla y León,Soria,Almazán,Taroda
Castilla y León,Soria,Campo de Gómara,Tejado
Castilla y León,Soria,Campo de Gómara,Torlengua
Castilla y León,Soria,Soria,Torreblacos
Castilla y León,Soria,Campo de Gómara,Torrubia de Soria
Castilla y León,Soria,Tierras Altas y Valle del Tera,Trévago
Castilla y León,Soria,Burgo de Osma,Ucero
Castilla y León,Soria,Pinares,Vadillo
Castilla y León,Soria,Tierras Altas y Valle del Tera,Valdeavellano de Tera
Castilla y León,Soria,Tierras Altas y Valle del Tera,Valdegeña
Castilla y León,Soria,Tierras Altas y Valle del Tera,Valdelagua del Cerro
Castilla y León,Soria,Burgo de Osma,Valdemaluque
Castilla y León,Soria,Soria,Valdenebro
Castilla y León,Soria,Tierras Altas y Valle del Tera,Valdeprado
Castilla y León,Soria,Soria,Valderrodilla
Castilla y León,Soria,Tierras Altas y Valle del Tera,Valtajeros
Castilla y León,Soria,Almazán,Velamazán
Castilla y León,Soria,Campo de Gómara,Velilla de la Sierra
Castilla y León,Soria,Campo de Gómara,Velilla de los Ajos
Castilla y León,Soria,Almazán,Viana de Duero
Castilla y León,Soria,Soria,Villaciervos
Castilla y León,Soria,Burgo de Osma,Villanueva de Gormaz
Castilla y León,Soria,Tierras Altas y Valle del Tera,Villar del Ala
Castilla y León,Soria,Campo de Gómara,Villar del Campo
Castilla y León,Soria,Tierras Altas y Valle del Tera,Villar del Río
Castilla y León,Soria,Campo de Gómara,Los Villares de Soria
Castilla y León,Soria,Arcos de Jalón,Villasayas
Castilla y León,Soria,Campo de Gómara,Villaseca de Arciel
Castilla y León,Soria,Pinares,Vinuesa
Castilla y León,Soria,Tierras Altas y Valle del Tera,Vizmanos
Castilla y León,Soria,Campo de Gómara,Vozmediano
Castilla y León,Soria,Tierras Altas y Valle del Tera,Yanguas
Castilla y León,Soria,Arcos de Jalón,Yelo
Cataluña,Tarragona,Bajo Penedés,Aiguamúrcia
Cataluña,Tarragona,Bajo Penedés,Albinyana
Cataluña,Tarragona,Campo de Tarragona,L' Albiol
Cataluña,Tarragona,Bajo Ebro,Alcanar
Cataluña,Tarragona,Campo de Tarragona,Alcover
Cataluña,Tarragona,Bajo Ebro,L' Aldea
Cataluña,Tarragona,Bajo Ebro,Aldover
Cataluña,Tarragona,Campo de Tarragona,L' Aleixar
Cataluña,Tarragona,Bajo Ebro,Alfara de Carles
Cataluña,Tarragona,Campo de Tarragona,Alforja
Cataluña,Tarragona,Campo de Tarragona,Alió
Cataluña,Tarragona,Campo de Tarragona,Almoster
Cataluña,Tarragona,Campo de Tarragona,Altafulla
Cataluña,Tarragona,Bajo Ebro,L' Ametlla de Mar
Cataluña,Tarragona,Bajo Ebro,L' Ampolla
Cataluña,Tarragona,Bajo Ebro,Amposta
Cataluña,Tarragona,Bajo Penedés,L' Arboç
Cataluña,Tarragona,Priorato-Prades,Arbolí
Cataluña,Tarragona,Campo de Tarragona,L' Argentera
Cataluña,Tarragona,Terra-Alta,Arnes
Cataluña,Tarragona,Ribera de Ebro,Ascó
Cataluña,Tarragona,Bajo Penedés,Banyeres del Penedès
Cataluña,Tarragona,Conca de Barberá,Barberà de la Conca
Cataluña,Tarragona,Terra-Alta,Batea
Cataluña,Tarragona,Priorato-Prades,Bellmunt del Priorat
Cataluña,Tarragona,Bajo Penedés,Bellvei
Cataluña,Tarragona,Bajo Ebro,Benifallet
Cataluña,Tarragona,Ribera de Ebro,Benissanet
Cataluña,Tarragona,Priorato-Prades,La Bisbal de Falset
Cataluña,Tarragona,Bajo Penedés,La Bisbal del Penedès
Cataluña,Tarragona,Conca de Barberá,Blancafort
Cataluña,Tarragona,Bajo Penedés,Bonastre
Cataluña,Tarragona,Campo de Tarragona,Les Borges del Camp
Cataluña,Tarragona,Terra-Alta,Bot
Cataluña,Tarragona,Campo de Tarragona,Botarell
Cataluña,Tarragona,Campo de Tarragona,Bràfim
Cataluña,Tarragona,Priorato-Prades,Cabacés
Cataluña,Tarragona,Campo de Tarragona,Cabra del Camp
Cataluña,Tarragona,Bajo Penedés,Calafell
Cataluña,Tarragona,Bajo Ebro,Camarles
Cataluña,Tarragona,Campo de Tarragona,Cambrils
